,date,user,conversation,replies number,likes number,rewteets number,cleaned_data,token_data,polarity,bert_sentiment,vader_sentiment
0,2023-02-14 23:10:25+00:00,herrmanndigital,@TaylorLorenz @evanorenstein @oneunderscore__ @JUNlPER Man I'm struggling which frame to focus on. I'm old.,1,0,0,taylorlorenz evanorenstein oneunderscore junlper man im struggling frame focus on im old,taylorlorenz evanorenstein oneunderscore junlper man im struggling frame focus on im old,"('Positive', 0.1)","{'Negative': 0.75018483, 'Neutral': 0.22753064, 'Positive': 0.022284504}","{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.4215}"
0,2023-02-14 22:54:08+00:00,CaliDreamingof,@TaylorLorenz aka Tay Tay,0,0,0,taylorlorenz aka tay tay,taylorlorenz aka tay tay,"('Neutral', 0.0)","{'Negative': 0.04071943, 'Neutral': 0.8945244, 'Positive': 0.06475619}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 22:52:16+00:00,newyorkflyer82,@TaylorLorenz https://t.co/EIoy0z4aqc,0,0,0,taylorlorenz httpstcoeioyzaqc,taylorlorenz httpstcoeioyzaqc,"('Neutral', 0.0)","{'Negative': 0.09261796, 'Neutral': 0.8565187, 'Positive': 0.050863337}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 22:44:06+00:00,MegaphonixMusic,"@TaylorLorenz @evanorenstein @oneunderscore__ @herrmanndigital @JUNlPER also @hasanthehun's editor @ostonox got him in hot water for editing his political rants like this lol. shadowban, 7-day posting ban, (reversed) permaban, etc.

https://t.co/EorORgxSWz",1,1,0,taylorlorenz evanorenstein oneunderscore herrmanndigital junlper also hasanthehuns editor ostonox got hot water editing political rants like lol shadowban day posting ban reversed permaban etc httpstcoeororgxswz,taylorlorenz evanorenstein oneunderscore herrmanndigital junlper also hasanthehuns editor ostonox got hot water editing political rants like lol shadowban day posting ban reversed permaban etc httpstcoeororgxswz,"('Positive', 0.35000000000000003)","{'Negative': 0.61181563, 'Neutral': 0.36233255, 'Positive': 0.025851812}","{'neg': 0.183, 'neu': 0.652, 'pos': 0.165, 'compound': -0.1531}"
0,2023-02-14 22:43:29+00:00,MiguelDSDJF,"@TaylorLorenz Taylor, punkin, your not disabled sweetie. Your full of shit.",0,0,0,taylorlorenz taylor punkin not disabled sweetie your full shit,taylorlorenz taylor punkin not disabled sweetie your full shit,"('Positive', 0.08333333333333331)","{'Negative': 0.953326, 'Neutral': 0.042145602, 'Positive': 0.004528371}","{'neg': 0.471, 'neu': 0.529, 'pos': 0.0, 'compound': -0.7374}"
0,2023-02-14 22:36:13+00:00,EADJACK,@TaylorLorenz,0,0,0,taylorlorenz,taylorlorenz,"('Neutral', 0.0)","{'Negative': 0.09183966, 'Neutral': 0.7736275, 'Positive': 0.13453285}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 22:25:35+00:00,ssme_me,@TaylorLorenz this woman had a youn maid locked up and beaten without any food or money. She was acting like a slave master. She tells lies and does propaganda and curses everyone all the time even women who don’t have the same views as her. Plz research better,0,4,0,taylorlorenz woman youn maid locked beaten without food money she acting like slave master she tells lies propaganda curses everyone time even women don’t views her plz research better,taylorlorenz woman youn maid locked beaten without food money she acting like slave master she tells lies propaganda curses everyone time even women don’t views her plz research better,"('Positive', 0.13333333333333333)","{'Negative': 0.9427368, 'Neutral': 0.054006137, 'Positive': 0.003257062}","{'neg': 0.204, 'neu': 0.617, 'pos': 0.18, 'compound': -0.2263}"
0,2023-02-14 22:14:27+00:00,PlantmanSEEKO,"@TaylorLorenz How are you going to keep blocking people who call you out on your BS? You're the epitome of echo chambers and misinformation. You claim you advocate for disabled people, then cancel their voices when they don't agree with your craziness.  #CancelTaylor #FakeAF",0,1,0,taylorlorenz how going keep blocking people call bs youre epitome echo chambers misinformation you claim advocate disabled people cancel voices dont agree craziness canceltaylor fakeaf,taylorlorenz how going keep blocking people call bs youre epitome echo chambers misinformation you claim advocate disabled people cancel voices dont agree craziness canceltaylor fakeaf,"('Negative', -0.2)","{'Negative': 0.95261776, 'Neutral': 0.044016395, 'Positive': 0.0033657989}","{'neg': 0.289, 'neu': 0.641, 'pos': 0.07, 'compound': -0.7028}"
0,2023-02-14 21:57:29+00:00,mattsinz94,@TaylorLorenz @TrungTPhan @TechCrunch @CommunityNotes Never underestimate @TaylorLorenz ability to agree with an incredibly stupid hot take.,0,0,0,taylorlorenz trungtphan techcrunch communitynotes never underestimate taylorlorenz ability agree incredibly stupid hot take,taylorlorenz trungtphan techcrunch communitynotes never underestimate taylorlorenz ability agree incredibly stupid hot take,"('Negative', -0.27499999999999997)","{'Negative': 0.540737, 'Neutral': 0.35485673, 'Positive': 0.10440636}","{'neg': 0.297, 'neu': 0.473, 'pos': 0.23, 'compound': -0.3109}"
0,2023-02-14 21:57:07+00:00,adolf_snifflerr,"@TaylorLorenz now claims to be ""disabled"" FFS🤦",0,1,0,taylorlorenz claims disabled ffs🤦,taylorlorenz claims disabled ffs🤦,"('Negative', -0.2)","{'Negative': 0.7517428, 'Neutral': 0.23185219, 'Positive': 0.01640501}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 21:44:51+00:00,__classmethod__,@TaylorLorenz @gabagoolmarx @AriDrennen Why are you such a crybaby?,0,0,0,taylorlorenz gabagoolmarx aridrennen why crybaby,taylorlorenz gabagoolmarx aridrennen why crybaby,"('Neutral', 0.0)","{'Negative': 0.9379556, 'Neutral': 0.058675345, 'Positive': 0.0033690007}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 21:44:17+00:00,MildS2ven,"@TaylorLorenz @TrungTPhan @TechCrunch @CommunityNotes Oh look, it's the awful human being who cried about doxxing after going out of the way to doxx other people.",0,0,0,taylorlorenz trungtphan techcrunch communitynotes oh look its awful human cried doxxing going way doxx people,taylorlorenz trungtphan techcrunch communitynotes oh look its awful human cried doxxing going way doxx people,"('Negative', -0.5)","{'Negative': 0.95291305, 'Neutral': 0.04402598, 'Positive': 0.003060995}","{'neg': 0.301, 'neu': 0.699, 'pos': 0.0, 'compound': -0.6808}"
0,2023-02-14 21:31:42+00:00,ronworks44,@TaylorLorenz isn’t even LARPing or cosplaying a disabled person. She’s flat out attempting the change it’s definition to make her reality more advantageous and palatable,0,0,0,taylorlorenz isn’t even larping cosplaying disabled person she’s flat attempting change it’s definition make reality advantageous palatable,taylorlorenz isn’t even larping cosplaying disabled person she’s flat attempting change it’s definition make reality advantageous palatable,"('Negative', -0.1125)","{'Negative': 0.52610904, 'Neutral': 0.40828195, 'Positive': 0.06560904}","{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.6249}"
0,2023-02-14 21:23:58+00:00,KlinsmanJohn87,@TaylorLorenz @nypost Lol yep I can tell,0,0,0,taylorlorenz nypost lol yep i tell,taylorlorenz nypost lol yep i tell,"('Positive', 0.8)","{'Negative': 0.07412755, 'Neutral': 0.58400744, 'Positive': 0.341865}","{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.6124}"
0,2023-02-14 21:23:15+00:00,FTNWOWEF,@TaylorLorenz,0,0,0,taylorlorenz,taylorlorenz,"('Neutral', 0.0)","{'Negative': 0.09183966, 'Neutral': 0.7736275, 'Positive': 0.13453285}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 21:17:27+00:00,AnneTifasgae,@TaylorLorenz @nypost About you.,0,0,0,taylorlorenz nypost about you,taylorlorenz nypost about you,"('Neutral', 0.0)","{'Negative': 0.06920056, 'Neutral': 0.85781133, 'Positive': 0.072988085}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 20:44:37+00:00,TrustIsEarnd,@TaylorLorenz @nypost Why is everyone ganging up on a middle aged journalist just trying to argue with an imaginary person?,1,6,0,taylorlorenz nypost why everyone ganging middle aged journalist trying argue imaginary person,taylorlorenz nypost why everyone ganging middle aged journalist trying argue imaginary person,"('Negative', -0.05)","{'Negative': 0.8121507, 'Neutral': 0.17911772, 'Positive': 0.008731522}","{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}"
0,2023-02-14 20:38:14+00:00,Civil_war_Law,@TaylorLorenz @gabagoolmarx @AriDrennen Yeah that's the point of Twitter. It's not kindergarten,0,0,0,taylorlorenz gabagoolmarx aridrennen yeah thats point twitter its not kindergarten,taylorlorenz gabagoolmarx aridrennen yeah thats point twitter its not kindergarten,"('Neutral', 0.0)","{'Negative': 0.050959468, 'Neutral': 0.61173666, 'Positive': 0.33730388}","{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}"
0,2023-02-14 20:26:10+00:00,nberlat,"@TaylorLorenz Yeah; I certainly wasn't blaming you. And I know you're targeted all the time, which is horrible.",1,3,0,taylorlorenz yeah i certainly wasnt blaming you and i know youre targeted time horrible,taylorlorenz yeah i certainly wasnt blaming you and i know youre targeted time horrible,"('Negative', -0.39285714285714285)","{'Negative': 0.82695246, 'Neutral': 0.15849899, 'Positive': 0.0145485895}","{'neg': 0.187, 'neu': 0.427, 'pos': 0.386, 'compound': 0.4075}"
0,2023-02-14 20:21:22+00:00,SerfinTurfin,@TaylorLorenz @BenjaminGoggin @kattenbarge @connorperrett @thisisinsider Take you back to the time where you didn’t pretend to be disabled for clout?,0,0,0,taylorlorenz benjamingoggin kattenbarge connorperrett thisisinsider take back time didn’t pretend disabled clout,taylorlorenz benjamingoggin kattenbarge connorperrett thisisinsider take back time didn’t pretend disabled clout,"('Negative', -0.1)","{'Negative': 0.33542013, 'Neutral': 0.6181188, 'Positive': 0.04646105}","{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.1027}"
0,2023-02-14 20:19:19+00:00,5toeGimp,@TaylorLorenz @kprather88 @LizHighleyman @Slate @CochraneLibrary @JenniferNuzzo @Jabaluck @VPrasadMDMPH Your articles are a greater threat of spreading cancer than any health risk from covid.,0,0,0,taylorlorenz kprather lizhighleyman slate cochranelibrary jennifernuzzo jabaluck vprasadmdmph your articles greater threat spreading cancer health risk covid,taylorlorenz kprather lizhighleyman slate cochranelibrary jennifernuzzo jabaluck vprasadmdmph your articles greater threat spreading cancer health risk covid,"('Positive', 0.5)","{'Negative': 0.9140014, 'Neutral': 0.080580145, 'Positive': 0.005418463}","{'neg': 0.39, 'neu': 0.512, 'pos': 0.098, 'compound': -0.8126}"
0,2023-02-14 20:18:35+00:00,TwaddaPra,@TaylorLorenz this woman was found to be employing an underage (minor) girl as help. Gharida repeatedly tortured the poor girl and refused to let her meet her parents. There is clear evidence of this abuse. She threatened the parents in (recorded) calls. This is a child abuser.,0,6,0,taylorlorenz woman found employing underage minor girl help gharida repeatedly tortured poor girl refused let meet parents there clear evidence abuse she threatened parents recorded calls this child abuser,taylorlorenz woman found employing underage minor girl help gharida repeatedly tortured poor girl refused let meet parents there clear evidence abuse she threatened parents recorded calls this child abuser,"('Negative', -0.11666666666666665)","{'Negative': 0.9615857, 'Neutral': 0.036061887, 'Positive': 0.0023524656}","{'neg': 0.428, 'neu': 0.457, 'pos': 0.115, 'compound': -0.9371}"
0,2023-02-14 20:03:15+00:00,McgonnellShane,@TaylorLorenz @nypost Your in a beef with a sopranos meme account. Do you ever stop and think “maybe I’ve taken a wrong turn somewhere?”,0,1,0,taylorlorenz nypost your beef sopranos meme account do ever stop think “maybe i’ve taken wrong turn somewhere”,taylorlorenz nypost your beef sopranos meme account do ever stop think “maybe i’ve taken wrong turn somewhere”,"('Negative', -0.5)","{'Negative': 0.5529473, 'Neutral': 0.4201344, 'Positive': 0.02691833}","{'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.6486}"
0,2023-02-14 20:02:27+00:00,EclecticRadical,"@TaylorLorenz @RonChusid Yes, you do, and that's a very good point. Very few people who want to amass online influence want their project scrutinized. 🤣

I am unusual in wanting a transparent project.",0,2,0,taylorlorenz ronchusid yes do thats good point very people want amass online influence want project scrutinized 🤣 i unusual wanting transparent project,taylorlorenz ronchusid yes do thats good point very people want amass online influence want project scrutinized 🤣 i unusual wanting transparent project,"('Positive', 0.36666666666666664)","{'Negative': 0.072418414, 'Neutral': 0.37158492, 'Positive': 0.5559967}","{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.7755}"
0,2023-02-14 20:01:18+00:00,Scurraterrarum,@TaylorLorenz @BenjaminGoggin @kattenbarge @connorperrett @thisisinsider Yes...please take her back. https://t.co/O7hLWC32Rz,0,0,0,taylorlorenz benjamingoggin kattenbarge connorperrett thisisinsider yesplease take back httpstcoohlwcrz,taylorlorenz benjamingoggin kattenbarge connorperrett thisisinsider yesplease take back httpstcoohlwcrz,"('Neutral', 0.0)","{'Negative': 0.34858146, 'Neutral': 0.5739131, 'Positive': 0.07750544}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 19:54:49+00:00,Mykl745,@TaylorLorenz @nypost Obviously you do.,0,0,0,taylorlorenz nypost obviously do,taylorlorenz nypost obviously do,"('Neutral', 0.0)","{'Negative': 0.053490214, 'Neutral': 0.7156875, 'Positive': 0.23082228}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 19:49:12+00:00,Ethanxpl0510n,"@TaylorLorenz Well written and very relatable article. I love the one person to another dynamic that’s sometimes lacking in some of these articles. The building up angle of the author is also refreshing and effective, as I’ve seen personally in my own line of work",0,1,0,taylorlorenz well written relatable article i love one person another dynamic that’s sometimes lacking articles the building angle author also refreshing effective i’ve seen personally line work,taylorlorenz well written relatable article i love one person another dynamic that’s sometimes lacking articles the building angle author also refreshing effective i’ve seen personally line work,"('Positive', 0.32)","{'Negative': 0.0029636775, 'Neutral': 0.023805967, 'Positive': 0.97323036}","{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.9001}"
0,2023-02-14 19:47:13+00:00,SPAMisgood7,@TaylorLorenz @gabagoolmarx @AriDrennen saying this meme is part of the far right harassment campaign is so disingenuous. the guy didn't even tag you. you waltzed in here yourself crying foul!,0,0,0,taylorlorenz gabagoolmarx aridrennen saying meme part far right harassment campaign disingenuous guy didnt even tag you waltzed crying foul,taylorlorenz gabagoolmarx aridrennen saying meme part far right harassment campaign disingenuous guy didnt even tag you waltzed crying foul,"('Positive', 0.061904761904761886)","{'Negative': 0.89381117, 'Neutral': 0.09957774, 'Positive': 0.006611131}","{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.765}"
0,2023-02-14 19:24:51+00:00,OnlyZaiga,"@TaylorLorenz @BenjaminGoggin @kattenbarge @connorperrett @thisisinsider Well it’s hard being in your 40s and the only achievement in life, are a couple of social media accounts. Tried getting a cat?",0,2,0,taylorlorenz benjamingoggin kattenbarge connorperrett thisisinsider well it’s hard s achievement life couple social media accounts tried getting cat,taylorlorenz benjamingoggin kattenbarge connorperrett thisisinsider well it’s hard s achievement life couple social media accounts tried getting cat,"('Negative', -0.12916666666666668)","{'Negative': 0.3804266, 'Neutral': 0.46218893, 'Positive': 0.15738444}","{'neg': 0.076, 'neu': 0.811, 'pos': 0.114, 'compound': 0.1779}"
0,2023-02-14 19:16:10+00:00,CAB_author,"@TaylorLorenz @nypost The Queen of Clowns beclowns herself, yet again.",0,2,0,taylorlorenz nypost the queen clowns beclowns herself yet again,taylorlorenz nypost the queen clowns beclowns herself yet again,"('Neutral', 0.0)","{'Negative': 0.85988593, 'Neutral': 0.12727211, 'Positive': 0.012841909}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 19:10:57+00:00,nogueira21,@TaylorLorenz @TrungTPhan @TechCrunch @CommunityNotes Should @MrBeast stop these charitable acts so your feeling aren’t hurt Taylor? To think this article was actually worth writing is laughable. Perhaps focus on actually issues in society.,0,1,0,taylorlorenz trungtphan techcrunch communitynotes should mrbeast stop charitable acts feeling aren’t hurt taylor to think article actually worth writing laughable perhaps focus actually issues society,taylorlorenz trungtphan techcrunch communitynotes should mrbeast stop charitable acts feeling aren’t hurt taylor to think article actually worth writing laughable perhaps focus actually issues society,"('Positive', 0.09999999999999998)","{'Negative': 0.6384893, 'Neutral': 0.3178093, 'Positive': 0.04370141}","{'neg': 0.176, 'neu': 0.596, 'pos': 0.229, 'compound': -0.0772}"
0,2023-02-14 19:04:24+00:00,RonChusid,@TaylorLorenz @EclecticRadical Denying limitations of vax-only strategy obviously has at least 2 problems. It leads to underutilization of masks &amp; other measures among vaccinated and feeds vaccine hesitancy/reduces credibility when evidence contradicts some of the exaggerated claims.,0,4,0,taylorlorenz eclecticradical denying limitations vaxonly strategy obviously least  problems it leads underutilization masks amp measures among vaccinated feeds vaccine hesitancyreduces credibility evidence contradicts exaggerated claims,taylorlorenz eclecticradical denying limitations vaxonly strategy obviously least  problems it leads underutilization masks amp measures among vaccinated feeds vaccine hesitancyreduces credibility evidence contradicts exaggerated claims,"('Negative', -0.4)","{'Negative': 0.82949287, 'Neutral': 0.16222824, 'Positive': 0.008278932}","{'neg': 0.21, 'neu': 0.713, 'pos': 0.077, 'compound': -0.4482}"
0,2023-02-14 18:55:32+00:00,JayMessina05,"@TaylorLorenz @TrungTPhan @TechCrunch @CommunityNotes Only people like you, could turn helping blind people see, into a bad thing",0,1,0,taylorlorenz trungtphan techcrunch communitynotes only people like you could turn helping blind people see bad thing,taylorlorenz trungtphan techcrunch communitynotes only people like you could turn helping blind people see bad thing,"('Negative', -0.3999999999999999)","{'Negative': 0.54965645, 'Neutral': 0.37358624, 'Positive': 0.076757334}","{'neg': 0.271, 'neu': 0.524, 'pos': 0.205, 'compound': -0.3612}"
0,2023-02-14 18:45:12+00:00,EclecticRadical,@TaylorLorenz @RonChusid Claiming that the vaccines are perfect and amazing and nothing more is needed is so obviously false that antivaxers will only come away feeling more certain they are right. It's true.,2,4,1,taylorlorenz ronchusid claiming vaccines perfect amazing nothing needed obviously false antivaxers come away feeling certain right its true,taylorlorenz ronchusid claiming vaccines perfect amazing nothing needed obviously false antivaxers come away feeling certain right its true,"('Positive', 0.3416666666666666)","{'Negative': 0.49580523, 'Neutral': 0.37956998, 'Positive': 0.1246248}","{'neg': 0.0, 'neu': 0.483, 'pos': 0.517, 'compound': 0.9169}"
0,2023-02-14 18:41:12+00:00,UncFinder,"@TaylorLorenz was “just doing her job?”
Where have we heard that one before? https://t.co/HKz2VbgsZs",0,1,0,taylorlorenz “just job” where heard one before httpstcohkzvbgszs,taylorlorenz “just job” where heard one before httpstcohkzvbgszs,"('Neutral', 0.0)","{'Negative': 0.32637587, 'Neutral': 0.6248692, 'Positive': 0.048754893}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 18:37:23+00:00,TaylorLorenz,"Feedback &amp; criticism is great, I genuinely love thoughtful critiques of my work and ppl challenging ideas I put out. But that's NOT what these campaigns are, they are designed to silence, terrorize, and intimidate, often by tearing apart our personal lives https://t.co/7srexQBeHA",0,59,7,feedback amp criticism great i genuinely love thoughtful critiques work ppl challenging ideas i put out but thats not campaigns are designed silence terrorize intimidate often tearing apart personal lives httpstcosrexqbeha,feedback amp criticism great i genuinely love thoughtful critiques work ppl challenging ideas i put out but thats not campaigns are designed silence terrorize intimidate often tearing apart personal lives httpstcosrexqbeha,"('Positive', 0.44000000000000006)","{'Negative': 0.3473577, 'Neutral': 0.35252562, 'Positive': 0.30011675}","{'neg': 0.25, 'neu': 0.545, 'pos': 0.204, 'compound': -0.5927}"
0,2023-02-14 18:34:42+00:00,TaylorLorenz,"""No I just don't like Taylor Lorenz"" That's fine, I'm a flawed person and have done dumb shit. But consider why ur behavior mimics the exact behavior patterns of these attacks happening to women around the world. Please look at what you're participating in https://t.co/SnVjlI420x",1,85,9,no i dont like taylor lorenz thats fine im flawed person done dumb shit but consider ur behavior mimics exact behavior patterns attacks happening women around world please look youre participating httpstcosnvjlix,no i dont like taylor lorenz thats fine im flawed person done dumb shit but consider ur behavior mimics exact behavior patterns attacks happening women around world please look youre participating httpstcosnvjlix,"('Negative', -0.08166666666666667)","{'Negative': 0.90111333, 'Neutral': 0.09326903, 'Positive': 0.005617654}","{'neg': 0.288, 'neu': 0.603, 'pos': 0.109, 'compound': -0.7274}"
0,2023-02-14 18:33:11+00:00,DonEford,"@TaylorLorenz I don't agree with everything, but you are an excellent reporter and do fine work.

Demoralizing your enemies is a tactic people use in war... and it's important to remember that's what's happening.

The right is at war with the left, literally murdering when they can.",0,5,1,taylorlorenz i dont agree everything but excellent reporter fine work demoralizing enemies tactic people use war its important remember thats whats happening the right war left literally murdering can,taylorlorenz i dont agree everything but excellent reporter fine work demoralizing enemies tactic people use war its important remember thats whats happening the right war left literally murdering can,"('Positive', 0.4204761904761905)","{'Negative': 0.664815, 'Neutral': 0.2802934, 'Positive': 0.054891616}","{'neg': 0.433, 'neu': 0.385, 'pos': 0.182, 'compound': -0.9438}"
0,2023-02-14 18:32:07+00:00,supnow6,@TaylorLorenz @thephysicsgirl The vaccine is killing ppl,1,1,0,taylorlorenz thephysicsgirl the vaccine killing ppl,taylorlorenz thephysicsgirl the vaccine killing ppl,"('Neutral', 0.0)","{'Negative': 0.8680407, 'Neutral': 0.12300402, 'Positive': 0.008955338}","{'neg': 0.468, 'neu': 0.532, 'pos': 0.0, 'compound': -0.6597}"
0,2023-02-14 18:29:08+00:00,EclecticRadical,"@TaylorLorenz I remember hearing someone saying they weren't an antimasker or COVID denier, they just ""hate"" a particular disabled woman journalist advocating for the immunocompromised because of her immunocompromising disability. Like that?",1,26,4,taylorlorenz i remember hearing someone saying werent antimasker covid denier hate particular disabled woman journalist advocating immunocompromised immunocompromising disability like that,taylorlorenz i remember hearing someone saying werent antimasker covid denier hate particular disabled woman journalist advocating immunocompromised immunocompromising disability like that,"('Negative', -0.27777777777777785)","{'Negative': 0.81721866, 'Neutral': 0.17419593, 'Positive': 0.0085854065}","{'neg': 0.146, 'neu': 0.672, 'pos': 0.182, 'compound': -0.0232}"
0,2023-02-14 18:27:07+00:00,hkdelita7,"@TaylorLorenz @nypost You started all of this by getting offended by a meme account. You care, that's the whole point of all of this.",0,4,0,taylorlorenz nypost you started getting offended meme account you care thats whole point this,taylorlorenz nypost you started getting offended meme account you care thats whole point this,"('Positive', 0.2)","{'Negative': 0.60291594, 'Neutral': 0.3546028, 'Positive': 0.04248122}","{'neg': 0.116, 'neu': 0.698, 'pos': 0.186, 'compound': 0.296}"
0,2023-02-14 18:26:58+00:00,TaylorLorenz,"Often u hear ppl say they ""hate"" a certain woman journalist doing important work, when u dig into why they repeat disinfo/lies they've consumed as part of the smear campaign. 

These campaigns successfully shift public sentiment around targeted women
https://t.co/7srexQBeHA",1,61,15,often u hear ppl say hate certain woman journalist important work u dig repeat disinfolies theyve consumed part smear campaign these campaigns successfully shift public sentiment around targeted women httpstcosrexqbeha,often u hear ppl say hate certain woman journalist important work u dig repeat disinfolies theyve consumed part smear campaign these campaigns successfully shift public sentiment around targeted women httpstcosrexqbeha,"('Positive', 0.11285714285714285)","{'Negative': 0.6669915, 'Neutral': 0.3132509, 'Positive': 0.019757627}","{'neg': 0.171, 'neu': 0.634, 'pos': 0.196, 'compound': -0.0258}"
0,2023-02-14 18:23:11+00:00,TaylorLorenz,"It doesn't matter what ur political affiliation, if ur joining in on a far right outrage campaign designed to terrorize a woman journalist, you are part of the problem. 

Learn how to recognize these smear campaigns and stop hopping on the bandwagon https://t.co/7srexQBeHA",1,42,5,it doesnt matter ur political affiliation ur joining far right outrage campaign designed terrorize woman journalist part problem learn recognize smear campaigns stop hopping bandwagon httpstcosrexqbeha,it doesnt matter ur political affiliation ur joining far right outrage campaign designed terrorize woman journalist part problem learn recognize smear campaigns stop hopping bandwagon httpstcosrexqbeha,"('Positive', 0.12857142857142856)","{'Negative': 0.9155587, 'Neutral': 0.08062415, 'Positive': 0.0038171802}","{'neg': 0.446, 'neu': 0.554, 'pos': 0.0, 'compound': -0.9334}"
0,2023-02-14 18:22:19+00:00,DildoBing,@TaylorLorenz @nypost Boomers like you care.,0,1,0,taylorlorenz nypost boomers like care,taylorlorenz nypost boomers like care,"('Neutral', 0.0)","{'Negative': 0.12983721, 'Neutral': 0.76388955, 'Positive': 0.10627321}","{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.6908}"
0,2023-02-14 18:21:12+00:00,TaylorLorenz,"People across the political spectrum aid these hate and smear campaigns by piling on journalists amidst these faux controversies and bad faith outrage campaigns. 
https://t.co/gPU3cFhsaD",1,37,7,people across political spectrum aid hate smear campaigns piling journalists amidst faux controversies bad faith outrage campaigns httpstcogpucfhsad,people across political spectrum aid hate smear campaigns piling journalists amidst faux controversies bad faith outrage campaigns httpstcogpucfhsad,"('Negative', -0.5)","{'Negative': 0.82581085, 'Neutral': 0.16711657, 'Positive': 0.007072648}","{'neg': 0.451, 'neu': 0.451, 'pos': 0.097, 'compound': -0.8807}"
0,2023-02-14 18:11:57+00:00,ItsFreshyFresh,@TaylorLorenz and @steven_aquino doesn't want people who's blind or other disabilities to be treated there is a cure for those who see blurriness and can't see but there is high tech surgery that completely helps them to see again you aren't a doctor you guys just haters to…,0,1,0,taylorlorenz stevenaquino doesnt want people whos blind disabilities treated cure see blurriness cant see but high tech surgery completely helps see arent doctor guys haters to…,taylorlorenz stevenaquino doesnt want people whos blind disabilities treated cure see blurriness cant see but high tech surgery completely helps see arent doctor guys haters to…,"('Negative', -0.07999999999999999)","{'Negative': 0.5218946, 'Neutral': 0.39452994, 'Positive': 0.083575524}","{'neg': 0.092, 'neu': 0.682, 'pos': 0.226, 'compound': 0.7446}"
0,2023-02-14 18:08:39+00:00,danyuuuul,@TaylorLorenz @gabagoolmarx @AriDrennen https://t.co/66Om7EsZa5,0,1,0,taylorlorenz gabagoolmarx aridrennen httpstcoomesza,taylorlorenz gabagoolmarx aridrennen httpstcoomesza,"('Neutral', 0.0)","{'Negative': 0.04884091, 'Neutral': 0.899706, 'Positive': 0.051453058}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
0,2023-02-14 18:05:51+00:00,Breakthecycle2,"@TaylorLorenz @nypost No. We do. We all dislike you because you're a fraud of ""journalist"" who cries when things don't go as you wanted to them to. Remember when you thought it was a good idea to dox Libs and then someone else doxed you? We do!",0,8,0,taylorlorenz nypost no we do we dislike youre fraud journalist cries things dont go wanted to remember thought good idea dox libs someone else doxed you we do,taylorlorenz nypost no we do we dislike youre fraud journalist cries things dont go wanted to remember thought good idea dox libs someone else doxed you we do,"('Positive', 0.7)","{'Negative': 0.95434874, 'Neutral': 0.042478494, 'Positive': 0.0031727727}","{'neg': 0.304, 'neu': 0.618, 'pos': 0.078, 'compound': -0.8126}"
0,2023-02-14 17:59:10+00:00,TaylorLorenz,"@julieposetti Attacking women journalists is a fast, easy way to generate engagement on social media, experts say. 

Platforms reward outrage, and entire cottage industries have formed around attacking certain prominent women journalists. https://t.co/7srexQBeHA",0,102,38,julieposetti attacking women journalists fast easy way generate engagement social media experts say platforms reward outrage entire cottage industries formed around attacking certain prominent women journalists httpstcosrexqbeha,julieposetti attacking women journalists fast easy way generate engagement social media experts say platforms reward outrage entire cottage industries formed around attacking certain prominent women journalists httpstcosrexqbeha,"('Positive', 0.23015873015873015)","{'Negative': 0.50129384, 'Neutral': 0.43442884, 'Positive': 0.064277284}","{'neg': 0.22, 'neu': 0.449, 'pos': 0.331, 'compound': 0.5719}"
